"film","imdb_url",rating,timestamp,"backdated","directors",release_year,running_time
"Gone Girl","http://www.imdb.com/title/tt2267998/",3,1420347226,"No
","David Fincher",2014,149
"The One I Love","http://www.imdb.com/title/tt2756032/",4,1423271926,"No","Charlie McDowell",2014,91
"Whiplash","http://www.imdb.com/title/tt2582802/",4,1425302147,"No","Damien Chazelle",2014,105
"Boyhood","http://www.imdb.com/title/tt1065073/",4,1424706970,"No","Richard Linklater",2014,164
"Money for Nothing: Inside the Federal Reserve","http://www.imdb.com/title/tt2752724/",4,1424070614,"No","Jim Bruce",2013,104
"American Sniper","http://www.imdb.com/title/tt2179136/",3,1426594721,"No","Clint Eastwood",2014,134
"This Is Where I Leave You","http://www.imdb.com/title/tt1371150/",3,1431308183,"No","Shawn Levy",2014,103
"The Kings of Summer","http://www.imdb.com/title/tt2179116/",3,1431831204,"No","Jordan Vogt-Roberts",2013,93
"Happy Valley","http://www.imdb.com/title/tt2171902/",3,1433386760,"No","Amir Bar-Lev",2014,98
"I Am Big Bird: The Caroll Spinney Story","http://www.imdb.com/title/tt2358456/",4,1433052437,"No","Dave LaMattina, Chad N. Walker",2014,90
"The DUFF","http://www.imdb.com/title/tt1666801/",2,1433112974,"No","Ari Sandel",2015,100
"Are You Here","http://www.imdb.com/title/tt1545754/",3,1433654540,"No","Matthew Weiner",2014,114
"Deep Web","http://www.imdb.com/title/tt3312868/",3,1434266276,"No","Alex Winter",2015,90
"Ballet 422","http://www.imdb.com/title/tt3164198/",4,1434864667,"No","Jody Lee Lipes",2014,72
"Birdman","http://www.imdb.com/title/tt2562232/",3,1435467296,"No","Alejandro GonzÃ¡lez IÃ±Ã¡rritu",2014,119
"Inside Out","http://www.imdb.com/title/tt2096673/",4,1436110087,"No","Pete Docter",2015,102
"The End of the Tour","http://www.imdb.com/title/tt3416744/",4,1439603564,"No","James Ponsoldt",2015,106
"Fort Tilden","http://www.imdb.com/title/tt3457734/",3,1439704623,"No","Sarah-Violet Bliss, Charles Rogers",2014,95
"The Theory of Everything","http://www.imdb.com/title/tt2980516/",3,1439704652,"No","James Marsh",2014,123
"Afternoon Delight","http://www.imdb.com/title/tt2312890/",3,1439779620,"No","Jill Soloway",2013,95
"Iris","http://www.imdb.com/title/tt4157220/",3,1440115355,"No","Albert Maysles",2014,83
"Nightcrawler","http://www.imdb.com/title/tt2872718/",4,1440115367,"No","Dan Gilroy",2014,117
"Web Junkie","http://www.imdb.com/title/tt2064745/",3,1440309714,"No","Hilla Medalia, Shosh Shlam",2014,79
"Under the Skin","http://www.imdb.com/title/tt1441395/",1,1440314471,"No","Jonathan Glazer",2014,108
"The Internet's Own Boy: The Story of Aaron Swartz","http://www.imdb.com/title/tt3268458/",4,1440402503,"No","Brian Knappenberger",2014,105
"What We Do in the Shadows","http://www.imdb.com/title/tt3416742/",4,1440562808,"No","Jemaine Clement, Taika Waititi",2015,86
"While We&#39;re Young","http://www.imdb.com/title/tt1791682/",3,1440993602,"No","Noah Baumbach",2015,94
"Mistaken for Strangers","http://www.imdb.com/title/tt2737310/",3,1440998999,"No","Tom Berninger",2013,75
"The Imitation Game","http://www.imdb.com/title/tt2084970/",3,1441252833,"No","Morten Tyldum",2014,113
"It&#39;s a Disaster","http://www.imdb.com/title/tt1995341/",3,1441258611,"No","Todd Berger",2012,86
"Cobain: Montage of Heck","http://www.imdb.com/title/tt4229236/",3,1441517439,"No","Brett Morgen",2015,132
"Steve Jobs: The Man in the Machine","http://www.imdb.com/title/tt4425064/",4,1442115972,"No","Alex Gibney",2015,129
"The Overnight","http://www.imdb.com/title/tt3844362/",4,1442115984,"No","Patrick Brice",2015,80
"Digging for Fire","http://www.imdb.com/title/tt3704416/",3,1443059530,"No","Joe Swanberg",2015,85
"Ashby","http://www.imdb.com/title/tt3774466/",3,1443967802,"No","Tony McNamara",2015,102
"The Martian","http://www.imdb.com/title/tt3659388/",3,1444614370,"No","Ridley Scott",2015,141
"Flight","http://www.imdb.com/title/tt1907668/",3,1444614388,"No","Robert Zemeckis",2012,138
"Experimenter","http://www.imdb.com/title/tt3726704/",2,1445219482,"No","Michael Almereyda",2015,97
"Trainwreck","http://www.imdb.com/title/tt3152624/",3,1445807586,"No","Judd Apatow",2015,125
"Steve Jobs","http://www.imdb.com/title/tt2080374/",4,1446344492,"No","Danny Boyle",2015,125
"Amy","http://www.imdb.com/title/tt2870648/",4,1446429670,"No","Asif Kapadia",2015,128
"Man Up","http://www.imdb.com/title/tt3064298/",2,1448319327,"No","Ben Palmer",2015,88
"Mistress America","http://www.imdb.com/title/tt2872462/",4,1448848621,"No","Noah Baumbach",2015,84
"No Way Jose","http://www.imdb.com/title/tt3133722/",2,1448848664,"No","Adam Goldberg",2015,98
"The Intern","http://www.imdb.com/title/tt2361509/",4,1451691141,"No","Nancy Meyers",2015,121
"Spy","http://www.imdb.com/title/tt3079380/",3,1451691179,"No","Paul Feig",2015,120
"Eat Pray Love","http://www.imdb.com/title/tt0879870/",2,1453091252,"No","Ryan Murphy",2010,133
"Ex Machina","http://www.imdb.com/title/tt0470752/",4,1453091269,"No","Alex Garland",2015,108
"The Big Short","http://www.imdb.com/title/tt1596363/",4,1459021471,"No","Adam McKay",2015,130
"Zootopia","http://www.imdb.com/title/tt2948356/",3,1459736911,"No","Byron Howard, Rich Moore, Jared Bush",2016,108
"Concussion","http://www.imdb.com/title/tt3322364/",2,1459736940,"No","Peter Landesman",2015,123
"The Revenant","http://www.imdb.com/title/tt1663202/",4,1459736970,"No","Alejandro GonzÃ¡lez IÃ±Ã¡rritu",2016,156
"Spotlight","http://www.imdb.com/title/tt1895587/",4,1461030833,"No","Tom McCarthy",2016,128
"Brooklyn","http://www.imdb.com/title/tt2381111/",4,1461030862,"No","John Crowley",2015,111
"What Maisie Knew","http://www.imdb.com/title/tt1932767/",4,1461551859,"No","Scott McGehee, David Siegel",2013,93
"2001: A Space Odyssey","http://www.imdb.com/title/tt0062622/",5,1462307129,"Yes","Stanley Kubrick",1968,149
"24 Hour Party People","http://www.imdb.com/title/tt0274309/",5,1462307743,"Yes","Michael Winterbottom",2002,117
"The First Monday in May","http://www.imdb.com/title/tt5519566/",4,1462676912,"No","Andrew Rossi",2016,91
"Joy","http://www.imdb.com/title/tt2446980/",3,1463274136,"No","David O. Russell",2015,124
"Captain America: Civil War","http://www.imdb.com/title/tt3498820/",1,1463274152,"No","Anthony Russo, Joe Russo",2016,146
"Sleepwalk With Me","http://www.imdb.com/title/tt2077851/",3,1466389598,"No","Mike Birbiglia, Seth Barrish",2012,90
"Top Spin","http://www.imdb.com/title/tt4219836/",3,1467599380,"No","Sara Newens, Mina T. Son",2014,80
"From Justin to Kelly","http://www.imdb.com/title/tt0339034/",3,1469299057,"No","Robert Iscove",2003,90
"Tony Robbins: I Am Not Your Guru","http://www.imdb.com/title/tt5151716/",3,1470019611,"No","Joe Berlinger",2016,115
"Everest","http://www.imdb.com/title/tt2719848/",3,1479699423,"No","Baltasar KormÃ¡kur",2016,121
"The Barkley Marathons: The Race That Eats Its Young","http://www.imdb.com/title/tt2400291/",3,1479699530,"No","Annika Iltis, Timothy James Kane",2014,90
"The Accountant","http://www.imdb.com/title/tt2140479/",1,1479699548,"No","Gavin O&#39;Connor",2017,128
"Ai Weiwei: Never Sorry","http://www.imdb.com/title/tt1845773/",3,1479705864,"No","Alison Klayman",2012,91
"Weiner","http://www.imdb.com/title/tt5278596/",4,1480003880,"No","Josh Kriegman, Elyse Steinberg",2016,96
"A Bigger Splash","http://www.imdb.com/title/tt2056771/",4,1480136093,"No","Luca Guadagnino",2016,120
"Deck the Halls","http://www.imdb.com/title/tt0790604/",1,1482718207,"No","John Whitesell",2006,93
"The Money Pit","http://www.imdb.com/title/tt0091541/",2,1482718224,"No","Richard Benjamin",1986,91
"Team Foxcatcher","http://www.imdb.com/title/tt5598216/",4,1490539879,"No","Jon Greenhalgh",2016,91
"Foxcatcher","http://www.imdb.com/title/tt1100089/",4,1490539910,"Yes","Bennett Miller",2015,134
"Why Him?","http://www.imdb.com/title/tt4501244/",3,1490539949,"No","John Hamburg",2017,111
"The Fundamentals of Caring","http://www.imdb.com/title/tt2452386/",3,1490540039,"No","Rob Burnett",2016,93
"Arrival","http://www.imdb.com/title/tt2543164/",2,1490540083,"No","Denis Villeneuve",2016,113
"My Scientology Movie","http://www.imdb.com/title/tt5111874/",3,1493657873,"No","John Dower",2016,99
"Louder Than Bombs","http://www.imdb.com/title/tt2217859/",3,1497831723,"No","Joachim Trier",2015,109
"All This Panic","http://www.imdb.com/title/tt5590718/",5,1498094824,"No","Jenny Gage",2017,79
"The Blackcoat's Daughter","http://www.imdb.com/title/tt3286052/",4,1498407906,"No","Oz Perkins",2017,93
"Hell or High Water","http://www.imdb.com/title/tt2582782/",4,1498407930,"No","David Mackenzie",2016,102
"Moonlight","http://www.imdb.com/title/tt4975722/",3,1499009698,"No","Barry Jenkins",2016,111
"Personal Shopper","http://www.imdb.com/title/tt4714782/",2,1499129626,"No","Olivier Assayas",2017,105
"The Edge of Seventeen","http://www.imdb.com/title/tt1878870/",4,1504964667,"No","Kelly Fremon Craig",2016,104
"Get Out","http://www.imdb.com/title/tt5052448/",3,1506012558,"No","Jordan Peele",2017,104
"Obit","http://www.imdb.com/title/tt4820284/",3,1506012558,"No","Vanessa Gould",2016,93
"The Big Sick","http://www.imdb.com/title/tt5462602/",4,1506012558,"No","Michael Showalter",2017,120
"La La Land","http://www.imdb.com/title/tt3783958",3,1506271758,"No","Damien Chazelle",2016,128
"Carol","http://www.imdb.com/title/tt2402927",4,1506876558,"No","Todd Haynes",2015,118
"Nobody Speak: Trials of the Free Press","http://www.imdb.com/title/tt6333064",3,1507913358,"No","Brian Knappenberger",2017,95
"The Meyerowitz Stories (New and Selected)","http://www.imdb.com/title/tt5536736",3,1511023758,"No","Noah Baumbach",2017,112
"Rocco","http://www.imdb.com/title/tt5788462/",4,1511023758,"No","Thierry Demaiziere, Alban Teurlai",2016,105
"Magnus","http://www.imdb.com/title/tt5471480",3,1511110158,"No","Benjamin Ree",2016,78
"Mother!","http://www.imdb.com/title/tt5109784",4,1514136468,"No","Darren Aronofsky",2017,121
"Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles","http://www.imdb.com/title/tt3817848",3,1514050068,"No","Randall Lobb",2014,98
"Columbus","http://www.imdb.com/title/tt5990474/",3,1518889020,"No","Kogonada",2017,104
"Dunkirk","http://www.imdb.com/title/tt5013056/",3,1514569020,"No","Christopher Nolan",2017,106
"Brad's Status","http://www.imdb.com/title/tt5884230",3,1514741820,"No","Mike White",2017,102
"Baby Driver","http://www.imdb.com/title/tt3890160",1,1515260220,"No","Edgar Wright",2017,112
"Norman","http://www.imdb.com/title/tt4191702",4,1515260220,"No","Joseph Cedar",2016,118
"Gilbert","http://www.imdb.com/title/tt6495526",4,1514655420,"No","Neil Berkeley",2017,94
"Eden","http://www.imdb.com/title/tt3090634/",4,1517539620,"No","Mia Hansen-Love",2014,131
"Denial","http://www.imdb.com/title/tt4645330/",3,1517802607,"No","Mick Jackson",2016,109
"Zero Days","http://www.imdb.com/title/tt5446858",3,1517802751,"No","Alex Gibney",2016,116
"School Life","http://www.imdb.com/title/tt5475022/",4,1518407382,"No","Neasa NÃ­ ChianÃ¡in, David Rane",2016,99
"The BFG","http://www.imdb.com/title/tt3691740",3,1518407479,"No","Steven Spielberg",2016,117
"People Places Things","http://www.imdb.com/title/tt4104022/",3,1518889442,"Yes","Jim Strouse",2015,85
"Amanda Knox","http://www.imdb.com/title/tt5952332",3,1518889528,"Yes","Rod Blackhurst, Brian McGinn",2016,92
"1922","http://www.imdb.com/title/tt6214928/",3,1515692220,"No","Zak Hilditch",2017,102
"Dina","http://www.imdb.com/title/tt6333058",4,1515692220,"No","Antonio Santini, Dan Sickles",2017,103
"Gaga: Five Foot Two","http://www.imdb.com/title/tt7291268/",3,1515692220,"No","Chris Moukarbel",2017,100
"JFK","http://www.imdb.com/title/tt0102138",3,1515951420,"No","Oliver Stone",1991,189
"The Wolfpack","http://www.imdb.com/title/tt2415458/",4,1516037820,"No","Crystal Moselle",2015,90
"A Most Violent Year","http://www.imdb.com/title/tt2937898/",4,1516469820,"No","J.C. Chandor",2014,123
"Permanent","http://www.imdb.com/title/tt5933560/",3,1516469820,"No","Colette Burson",2017,93
"That Sugar Film","http://www.imdb.com/title/tt3892434/",3,1516556220,"No","Damon Gameau",2014,90
"Please Stand By","http://www.imdb.com/title/tt4652650/",2,1517074620,"No","Ben Lewin",2017,93
"Get Me Roger Stone","http://www.imdb.com/title/tt6714534",3,1518890504,"Yes","Dylan Bank, Daniel DiMauro	, Morgan Pehme",2017,92
"Manolo: The Boy Who Made Shoes for Lizards","http://www.imdb.com/title/tt5821256/",3,1518895935,"No","Michael Roberts",2017,89
"Roman J. Israel","http://www.imdb.com/title/tt6000478/",3,1520824010,"No","Dan Gilroy",2017,122
"Lady Bird","http://www.imdb.com/title/tt4925292/",4,1521343973,"No","Greta Gerwig",2017,94
"Downsizing","http://www.imdb.com/title/tt1389072",1,1521344071,"No","Alexander Payne",2017,135
"Phantom Thread","http://www.imdb.com/title/tt5776858/",4,1521599129,"No","Paul Thomas Anderson",2017,130
"I, Tonya","https://www.imdb.com/title/tt5580036/",4,1521946686,"No","Craig Gillespie",2017,120
"The Post","https://www.imdb.com/title/tt6294822/",3,1525145767,"No","Steven Spielberg",2017,116
"Call Me by Your Name","https://www.imdb.com/title/tt5726616/",5,1526954304,"No","Luca Guadagnino",2017,132
"Perfect Bid: The Contestant Who Knew Too Much","https://www.imdb.com/title/tt6854248/",3,1528080980,"No","C.J. Wallis",2017,72
"Hot Girls Wanted","https://www.imdb.com/title/tt4382552/",3,1530998759,"No","Jill Bauer, Ronna Gradus",2015,84
"Duck Butter","https://www.imdb.com/title/tt6958014/",4,1530998798,"No","Miguel Arteta",2018,93
"RBG","https://www.imdb.com/title/tt7689964/",3,1533435137,"No","Julie Cohen, Betsy West",2018,98
"First Reformed","https://www.imdb.com/title/tt6053438/",2,1533957227,"No","Paul Schrader",2017,113
"McQueen","https://www.imdb.com/title/tt6510332/",3,1537184628,"No","Ian BonhÃ´te, Peter Ettedgui",2018,111
"All the Money in the World","https://www.imdb.com/title/tt5294550/?ref_=nv_sr_1",3,1537184669,"No","Ridley Scott",2017,132
"Ramen Heads","https://www.imdb.com/title/tt6764122",2,1537184704,"No","Koki Shigeno",2017,93
"Eighth Grade","https://www.imdb.com/title/tt7014006/",4,1540081346,"No","Bo Burnham",2018,93
"Wind River","https://www.imdb.com/title/tt5362988",3,1540081406,"No","Taylor Sheridan",2017,107
"Tickled","https://www.imdb.com/title/tt5278506/",3,1541600999,"No","David Farrier, Dylan Reeve",2016,92
"Restless Creature: Wendy Whelan","https://www.imdb.com/title/tt5119264/",4,1541601040,"No","Linda Saffire, Adam Schlesinger",2016,90
"Wildlife","https://www.imdb.com/title/tt5929754/",4,1542550903,"No","Paul Dano",2018,105
"Twinsters","https://www.imdb.com/title/tt2980626/",4,1543025271,"No","Samantha Futerman, Ryan Miyamoto",2015,89
"Crazy Rich Asians","https://www.imdb.com/title/tt3104988",2,1543025359,"No","Jon M. Chu",2018,120
"Game Night","https://www.imdb.com/title/tt2704998",2,1543025429,"No","Mark Perez",2018,100
"Leap!","https://www.imdb.com/title/tt2261287/",3,1543026000,"No","Eric Summer, Eric Warin, Mimi Maynard, Paulette Victor-Lifton",2016,89
"Sing","https://www.imdb.com/title/tt3470600",3,1543026086,"No","Garth Jennings, Christophe Lourdelet",2016,108
"Game Night","https://www.imdb.com/title/tt2704998",2,1543085845,"No","Mark Perez",2018,100
"Bombshell: The Hedy Lamarr Story","https://www.imdb.com/title/tt6752848/",3,1544412458,"No","Alexandra Dean",2017,88
"The Handmaiden","https://www.imdb.com/title/tt0004016934/",4,1545797649,"No","Chan-wook Park",2016,144
"Juliet, Naked","https://www.imdb.com/title/tt5607096/",3,1544412677,"No","Jesse Peretz",2018,97
"Three Identical Strangers","https://www.imdb.com/title/tt7664504",3,1544412748,"No","Tim Wardle",2018,96
"Filmworker","https://www.imdb.com/title/tt6851066",4,1544412853,"No","Tony Zierra",2017,94
"Coco","https://www.imdb.com/title/tt2380307",3,1544413065,"No","Lee Unkrich",2017,109
"Sing","https://www.imdb.com/title/tt3470600",3,1544413273,"No","Garth Jennings",2016,108
"Roma","https://www.imdb.com/title/tt6155172/",5,1545449585,"No","Alfonso Cuaron",2018,135
"Mid90s","https://www.imdb.com/title/tt5613484/",4,1546396029,"No","Jonah Hill",2018,85
"BlacKkKlansman","https://www.imdb.com/title/tt7349662/",3,1546747209,"No","Spike Lee",2018,135
"The Favourite","https://www.imdb.com/title/tt5083738/",4,1547441536,"No","Yorgos Lanthimos",2018,119
"Ralph Breaks the Internet","https://www.imdb.com/title/tt5848272/",3,1547959643,"No","Phil Johnston, Rich Moore",2018,112
"Science Fair","https://www.imdb.com/title/tt7153434/",3,1547959688,"No","Cristina Costantini, Darren Foster",2018,90
"Shirkers","https://www.imdb.com/title/tt7472352/",4,1548129840,"No","Sandi Tan",2018,97
"Fyre Fraud","https://www.imdb.com/title/tt7843600/",3,1548901047,"No","Jenner Furst, Julia Willoughby Nason",2019,96
"On the Basis of Sex","https://www.imdb.com/title/tt4669788/",3,1548901103,"No","Mimi Leder",2018,120
"Fyre","https://www.imdb.com/title/tt9412098/",4,1548993106,"No","Chris Smith",2019,97
"Can You Ever Forgive Me?","https://www.imdb.com/title/tt4595882/",4,1549769161,"No","Marielle Heller",2018,106
"Free Solo","https://www.imdb.com/title/tt7775622/",4,1551836749,"No","Jimmy Chin, Elizabeth Chai Vasarhelyi",2018,100
"Leaving Neverland","https://www.imdb.com/title/tt9573980/",4,1552189676,"No","Dan Reed",2019,240
"Stop at Nothing: The Lance Armstrong Story","https://www.imdb.com/title/tt3511812/",3,1553483624,"No","Alex Holmes",2014,104
"Meru","https://www.imdb.com/title/tt2545428/",3,1553483697,"No","Jimmy Chin, Elizabeth Chai Vasarhelyi",2015,90
"Losing Sight of Shore","https://www.imdb.com/title/tt6004848",3,1553483751,"No","Sarah Moshman",2017,92
"Becoming Warren Buffett","https://www.imdb.com/title/tt6438096/",2,1554084559,"No","Peter W. Kunhardt",2017,90
"Burning","https://www.imdb.com/title/tt7282468/",3,1554172303,"No","Chang-dong Lee",2018,148
"Betting on Zero","https://www.imdb.com/title/tt3762912/",3,1554949169,"No","Ted Braun",2016,99
"Dogtooth","https://www.imdb.com/title/tt1379182/",4,1555377186,"No","Yorgos Lanthimos",2009,97
"You Were Never Really Here","https://www.imdb.com/title/tt5742374",3,1555377254,"No","Lynne Ramsay",2017,89
"The Dawn Wall","https://www.imdb.com/title/tt7286916/",3,1556333614,"No","Josh Lowell, Peter Mortimer",2017,100
"Risk","https://www.imdb.com/title/tt4964772/",3,1556557044,"No","Laura Poitras",2016,86
"The Wife","https://www.imdb.com/title/tt3750872/",4,1557628174,"No","BjÃ¶rn Runge",2017,99
"Softness of Bodies","https://www.imdb.com/title/tt6924682/",4,1558323444,"No","Jordan Blady",2018,74
